ASV,001M03BM,002M02BM,003M03BM,004M02BM,005M03BM,006M03BM,007M02BM,008M03BM,011M03BM,013M03BM,014M03BM,015M03BM,016M02BM,017M03BM,019M02BM,020M02BM,021M03BM,022M02BM,023M03BM,027M02BM,028M03BM,029M03BM,030M03BM,031M03BM,032M03BM,033M02BM,035M03BM,036M03BM,037M04BM,038M03BM,039M02BM,041M02BM,044M03BM,045M03BM,046M03BM,047M03BM,052M03BM,055M02BM,062M03BM,102M02BM,104M02BM,105M02BM,309M03BM,401M02BM,425M03BM,427M03BM,428M03BM,431M02BM,432M02BM,434M03BM,435M03BM,439M04BM,440M03BM,441M03BM,442M02BM,443M03BM,444M02BM,447M03BM,451M03BM,452M03BM,453M02BM,454M02BM,467M02BM,469M03BM,471M03BM,475M02BM,476M02BM,492M02BM,501M03BM,502M03BM,503M03BM,505M03BM,506M02BM,508M02BM,509M02BM,510M02BM,511M03BM,512M03BM,514M02BM,515M02BM,516M02BM,517M02BM,518M02BM,521M02BM,522M02BM,523M02BM,524M03BM,525M04BM,526M03BM,528M03BM,530M03BM,531M02BM,533M03BM,542M02BM,544M03BM,546M03BM,547M02BM,549M03BM,553M02BM,555M03BM,557M04BM,558M03BM,559M03BM,811M03BM,812M03BM,813M02BM,814M02BM,817M02BM,818M02BM,819M02BM,821M02BM,822M02BM,823M03BM,825M02BM,CN-1,CN-2,CN-3,DB01CPM02BM,DB01M03BM,DB02CP03BM,DB02CPM03BM,DB03M03BM,DB04M02BM,DB05M03BM,DB06M03BM,DB07M03BM,DB8M02BM,WM022M02BM,WM023M02BM,WM02M02BM,WM03M02BM,WM06M02BM,WM09M02BM,WM10M02BM,WM11M03BM,WM12M03BM,WM13M02BM,WM15M02BM,WM16M03BM,WM17M03BM,WM19M03BM,WM20M04BM,WM21M04BM,WM24M02BM,WM26M03BM,WM28M02BM
ASV32,0,0,265,359,0,327,0,0,123,0,0,0,0,0,0,0,0,510,0,0,0,0,83,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,62,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1681,0,0,0,0,0,0,0,0,0,0,71,2010,0,242,0,48,0,0,0,0,1628,0,0,0,0,0,0,28,0,0,0,0,91,0,0,111,33,0,0,0,0,0,303,148,0,0,0,0,0,0,223,0,0,0,0,0,481,552,0,0,0,0,41166,0,0,78,0,0,723,118,3567,0,0,0,0,0,0,779,282,0,0,0,37
ASV33,0,0,0,344,0,0,0,0,109,0,0,0,0,0,7,0,44,2600,0,42,0,0,7740,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,13997,0,0,0,98,0,305,0,0,212,0,0,0,121,0,55,0,0,0,0,36,0,0,0,4741,0,0,0,0,0,0,0,0,0,0,64,2561,0,780,0,0,0,0,0,124,7341,0,0,0,122,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,1800,0,0,0,0,0,4018,3428,277,36,0,0,218,144,0,83,0,0,234,151,678,0,0,14,0,0,0,0,1550,0,0,0,0
ASV34,0,837,17,0,577,20,14,581,0,15,39,22,25,0,10910,11,83,74,27,10,0,18,0,0,0,0,187,689,7,5552,15,3546,94,140,8,0,36,5,5,7,0,17,189,37,9,119,0,14,0,327,9,29,119,403,0,8,27,13,0,0,33,50,22,72,0,0,88,60,47,0,0,0,54,27,0,0,0,0,140,0,10,126,48,0,99,28,19,0,16,561,53,106,137,225,0,119,0,11,0,20,19,84,24,199,14,0,18959,22,100,0,261,0,26,10,0,35,0,42,103,8,17,27,0,139,39,0,0,24,39,46,20,30,289,13,226,17,5943,0,68,230,0,0,19,179,0,72
ASV35,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,25,0,34,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV36,70,15506,14,0,0,28,19,1890,0,121,0,0,19,0,0,11,560,1478,135,48,20,21,0,0,0,0,100,4998,0,0,15,0,93,15,8,219,225,13,0,58,47,69,701,0,139,15,0,0,0,234,36,0,145,41,0,0,0,0,18,0,54,0,111,0,0,0,44,55,38,30,0,15,708,107,50,0,16,46,17,79,42,0,0,0,96,54,64,109,11,9438,0,38,335,413,0,43,0,0,13,94,0,265,0,530,115,35,2603,0,45,0,477,76,76,40,0,0,0,0,347,0,0,375,0,514,44,0,70,1918,274,0,540,52,0,0,0,0,0,0,0,0,0,40,198,0,0,481
ASV37,7480,0,5,87,0,0,0,0,0,13,0,0,0,0,0,0,0,7,0,20,0,0,0,0,16561,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,41,0,0,0,0,0,23,366,1484,0,0,0,0,0,0,0,0,0,0,10,0,582,0,0,0,0,0,0,0,55,3177,0,45,0,0,783,0,0,234,0,0,0,14,0,1,0,0,0,24,793,91,0,23,42,0,0,0,0,0,0,1146,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,133,0,0,0,0,0,23,0,0,0,0,37,0,0,12572,0,0,47,746,0,0,42,0,0
ASV38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0
ASV39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV40,274,1443,0,0,312,258,303,951,0,0,2623,0,402,0,0,0,0,65,0,0,0,0,0,0,0,0,0,969,0,0,0,0,0,111,0,2407,376,0,62,0,0,0,1896,0,214,281,26,120,0,0,0,0,0,0,0,0,8,0,0,0,201,0,7,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,279,56,28,119,0,0,4323,436,94,0,0,1848,577,0,776,70,0,431,0,0,0,0,0,256,660,387,1880,52,0,165,1622,0,212,0,428,478,0,0,0,356,1815,237,506,4470,93,4879,394,30,419,334,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639
ASV41,67,28,0,470,0,0,0,173,94,33,0,0,0,0,0,0,0,0,0,0,0,0,2352,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,955,0,0,0,0,0,0,0,73,23,0,31,0,0,615,0,0,0,0,40,0,108,0,0,0,0,0,329,0,0,0,0,0,0,0,0,11231,0,0,34,0,333,0,0,0,0,57,0,99,0,0,2050,0,0,0,42,0,10226,9189,167,0,0,0,0,191,0,186,0,0,175,0,75,0,0,0,0,0,0,0,0,0,0,0,0
ASV42,679,97,0,76,77,43,17,128,0,0,2728,0,33,0,0,0,0,20,0,74,0,7,596,13,0,979,0,66,0,3976,0,0,0,306,0,108,134,0,0,0,0,0,271,38,45,20,0,0,33,232,13,27,82,99,37,6,79,0,60,0,284,98,0,10,0,0,212,0,65,6,35,0,136,5984,664,7,0,125,22,28,0,27,303,0,207,92,0,6,0,170,72,0,30,12,43,67,0,2590,1662,111,0,39,55,0,149,9729,2817,8,145,11,44,59,63,36,0,0,0,110,276,41,0,613,278,429,36,0,43,44,92,55,74,14,0,0,0,0,0,0,28,210,0,0,0,0,0,51
ASV43,0,50,0,0,0,0,0,0,0,0,0,371,0,0,0,0,42,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,3332,0,0,0,0,0,0,0,0,0,2026,0,21105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,0,0,0,0,0,0,0,0,0,0,0,0,2806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176,0,0,430,0,0,3,0,0,0,0,0,7534,0,0,0,150,0,0,3
ASV44,16,84,0,3,28,0,0,36,0,0,46,257,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,357,10,0,0,0,0,8961,725,0,0,0,0,0,0,0,0,6,643,0,152,16,133,0,0,18,0,0,0,0,21,1357,0,0,528,1712,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,2766,0,0,615,0,0,0,0,17,0,0,145,0,776,0,0,0,0,3804,0,0,185,4468,0,0,0,221,0,0,0,0,0,0,0,0,0,0,43,0,0,278,0,0,1513,218,0,947,114,37,0,0,0,0,4761,0,0,0,0,0,1051,0,0,1510,11,0
ASV45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,3685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11008,0,0,0,0,33,0,0,0,0,0,0,0,3,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,9,7,96,0,0,0,0,0,0,0,0,23190,1,2,0,0,0,0,0
ASV46,344,55,0,9,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,7,0,21,0,0,32,0,0,0,0,0,0,4304,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,133,0,91,0,0,5,0,0,666,0,0,0,0,8,0,0,0,26684,14,0,58,0,2641,0,8,31,0,314,0,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,597,12,253,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
ASV47,76,659,0,0,150,129,62,787,0,0,399,0,78,0,0,0,451,69,9,509,0,0,0,31,0,0,0,390,0,0,0,0,0,36,0,1595,531,0,11,0,0,0,1104,198,51,57,7,57,123,1264,859,0,226,253,141,21,270,0,0,0,1403,332,3,387,0,0,2256,54,222,47,235,0,1299,21,46,31,0,558,76,128,47,85,1062,7,502,331,55,0,504,1122,126,0,215,26,109,105,0,0,0,577,4,192,98,198,371,72,733,66,714,58,244,760,125,60,0,0,0,166,2691,128,63,2374,44,2432,95,23,60,119,276,236,417,157,33,0,0,0,0,9,76,592,45,0,0,11,123,140
ASV48,13,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,18105,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,925,0,0,0,0,0,0,0,0,0,0,0,1280,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046,0,0,0,0,63,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,38,0,14219,0,0,0,0,0,0,0,0,0,0,0,0,41,0,160,0,0,0,0,0
ASV49,0,0,0,0,0,33428,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV50,365,0,77,25,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,10523,599,0,1544,0,0,0,1629,0,0,971,0,0,0,0,42,0,15,0,0,0,0,0,0,0,250,0,0,0,0,0,0,16299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,20,0,0,144,0,0,0,415,0,0,0,0,0
ASV51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,5193,0,0,0,0,0,0,0,0
ASV53,0,0,0,0,0,115,0,0,0,0,0,0,0,0,169,0,0,0,0,0,874,0,0,0,0,82,0,0,0,0,0,0,0,0,31,0,0,25,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,265,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,543,0,418,0,0,0,0,0,0,0,0,88,0,0,0,0,0,149,53,0,0,67,50,0,0,0,0,0,0,0,0,0,17,130,0,0,0,0,0,0,529,0,0,0,124,743,0,0,331,0,378,129,0,0,0,148,268,282,0,0,21358,0,334,2242,0,0,161,0,0
ASV54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28614,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,30,0,0,5,0,0
ASV55,233,56,0,0,37,0,0,111,0,0,5,0,0,0,0,0,87,0,0,9,30,0,0,0,0,0,0,95,0,0,0,0,0,0,5,0,17,0,3,0,0,0,3317,0,0,0,0,0,0,34,80,0,36,0,0,9,23,0,0,0,0,0,0,82,0,0,44,0,6,12,0,0,35,0,0,0,0,0,14,28,0,106,8,0,40,58,0,0,61,650,0,145,0,0,0,0,0,0,18985,0,0,65,16,1868,41,0,0,0,372,0,813,64,0,0,73,21,0,0,0,0,0,49,0,26,0,0,387,0,262,15,12,4,0,0,0,0,0,0,0,0,0,0,17,0,0,23
ASV56,0,0,0,134,0,577,0,0,0,0,90,0,0,0,0,0,0,297,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,66,3699,0,0,0,0,0,105,32,0,0,0,0,46,447,681,106,0,0,0,0,0,0,0,0,1426,0,69,0,86,0,0,865,2148,0,0,17,1977,0,481,0,0,0,0,0,0,3919,0,0,0,77,0,0,19,0,0,0,9,22,27,0,0,0,0,0,40,0,0,610,1993,0,0,0,0,0,0,2484,0,0,0,0,0,777,889,0,0,0,0,0,54,0,60,0,0,260,42,2266,82,0,0,0,0,0,56,801,0,0,17,131
ASV57,0,0,0,0,421,296,1065,0,0,0,379,0,1788,0,0,0,158,0,0,225,0,0,0,1687,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,438,974,736,641,263,322,0,0,55,0,110,225,124,0,0,0,0,82,0,0,256,1148,472,0,769,0,694,0,0,0,0,0,0,0,1433,0,997,146,0,0,323,264,407,0,0,0,257,0,0,1789,0,1274,226,0,0,140,0,0,1179,0,279,0,112,0,0,0,0,0,153,160,0,0,0,1227,0,257,331,0,170,0,0,478,1637,226,0,90,155,586,0,0,0,0,0,0,0,161,0,0,0,0,0,0
ASV58,0,0,0,0,0,0,0,0,11969,338,0,141,0,6555,18,0,0,0,146,6793,88,10,0,0,0,0,100,0,0,12,0,13,11,0,26,0,0,0,0,19,65,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV59,0,0,0,0,985,105,0,0,0,0,0,56,0,0,118,52,134,1157,0,88,31,0,0,0,0,49,0,37,0,0,0,0,0,367,0,0,0,231,15,0,0,0,146,0,1875,293,0,120,334,0,0,0,0,5591,0,0,5263,1180,0,0,0,0,0,235,0,0,0,0,0,0,22,399,0,0,0,0,0,0,0,0,19,1235,102,0,726,0,0,38,168,0,0,0,79,0,0,355,14,0,0,143,0,0,118,88,0,0,0,0,0,0,0,0,214,0,0,0,0,84,0,0,0,97,0,0,0,33,0,732,53,646,19,0,140,10,2480,0,3,0,0,0,307,0,0,275,0,365
ASV60,238,44,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,565,0,0,0,0,0,0,0,0,19164,0,0,37,0,1843,0,0,0,0,240,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV61,0,0,0,486,0,0,17,0,0,0,0,0,0,0,0,0,0,1776,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,67,0,68,0,0,0,0,123,8893,109,0,0,0,0,0,0,183,0,27,0,0,0,0,45,0,0,0,5771,0,0,0,0,0,0,0,1775,0,0,35,98,0,3683,0,0,0,0,0,42,88,0,0,0,60,0,0,17,0,0,0,0,0,0,0,1134,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,206,0,0,0,0,0,0,0,0,0,0,992,111,248,0,18,0,0,0,0,512,148,0,0,0,18
ASV62,0,29,72,234,0,0,0,0,0,36,0,13,0,0,0,0,17,163,57,15,0,0,0,0,0,0,29,0,0,0,2039,0,56,11,0,22,0,4,19,36,8,8,0,235,0,0,0,0,7,0,0,57,15920,0,0,0,0,0,21,0,0,0,29,5,0,0,0,0,0,0,166,47,0,0,60,9,3307,0,0,0,0,0,0,539,38,0,275,11,298,46,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,28,0,0,0,0,0,9,0,0,0,0,0,0,34,32,29,21,0,0,0,0,0,0,29,0,0,15,0,0,0,0,0,0,0,0,1020,15,188,0,10,25
ASV63,0,0,0,0,0,18,0,8,0,0,76,583,0,0,0,0,130,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2900,0,95,47,0,15,0,0,0,0,0,0,0,39,22,0,0,0,0,87,25,5979,0,0,0,0,0,0,0,0,17,0,0,0,2537,73,5,36,28,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,5,29,0,60,0,0,0,69,0,0,0,0,52,73,0,0,92,0,34,0,0,0,0,0,389,27,0,0,0,0,0,0,0,11683,159,0,0,0,0,0,0
ASV64,0,0,0,0,0,0,0,0,0,168,0,0,21,0,0,0,45,0,20,154,65,379,0,1061,0,0,60,0,0,0,0,0,0,928,0,0,0,70,0,0,146,0,71,0,108,103,0,0,0,20,0,48,0,424,100,439,45,59,0,0,0,0,0,0,370,0,0,0,0,0,0,55,0,67,0,7,0,0,0,6,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,133,0,0,0,956,693,0,0,169,4797,0,0,0,0,118,546,51,0,0,0,0,0,0,61,0,49,48,0,55,240,255,663,71,0,221,0,0,413,1112,592,0,79,4638,0,562,2946,53,28,0,0,505
ASV65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,76,0,0,0,0,0,6585,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7531,0,0,0,0,0,0,0,0,270,734,0,0,0,0,0,0,0,0,0,0,0,0,0,3833,0,0,0,0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678,0,0,0,0,0,0,0,0,0,0,0,1858,0,0,0,0,0
ASV66,28,0,0,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,4658,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,13,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,40,0,0,3704,0,0,0,0,129,0,920,0,0,0,0,45,0,0,0,0,0,0,0,0,327,358,0,13103,0,17,0,93,0,0,0,0,230,47,473,0,0,0,0,0,0,0,0,0,0,34,0
ASV67,0,118,219,0,58,2449,18,218,15,29,218,0,131,7283,0,0,81,0,12,58,0,0,0,0,0,0,15,215,0,0,0,0,0,0,0,428,77,0,0,0,0,0,105,43,20,0,0,0,0,367,71,0,64,0,40,0,68,46,17,0,178,157,4725,207,29,0,329,0,0,0,34,213,99,11,0,0,0,0,0,205,21,22,127,21,356,112,0,36,149,137,33,61,234,0,41,0,0,37,0,68,0,33,0,76,160,0,95,19,156,0,23,80,129,75,0,26,0,79,584,34,0,606,0,241,36,9,78,0,50,54,84,68,170,0,175,8,0,15,173,563,28,497,34,16,249,65
ASV68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23574,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV70,0,0,0,0,0,0,0,0,0,0,0,0,9386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5798,0,0,0,333,0,0,0,0,0,0,0,0,3551,0,675,267,0,0,0,72,0,877,0,1096,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,235,0,0
ASV71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3220,0,116,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV72,34,6284,0,0,37,0,0,419,0,38,88,0,0,0,15,0,0,634,61,0,0,0,0,5,0,0,0,1806,0,0,0,0,0,0,0,116,165,0,0,0,0,0,289,13,0,0,0,63,25,433,0,0,72,0,18,0,81,24,0,10,0,50,0,0,0,0,34,0,0,0,0,0,140,43,59,0,0,0,0,0,0,348,62,0,164,0,37,0,0,1710,20,0,142,228,0,0,0,66,0,0,28,64,34,131,83,0,5237,22,0,0,128,0,60,0,0,0,0,50,183,18,117,301,0,130,0,6,0,0,61,105,85,109,1325,7,370,0,0,0,56,457,35,0,67,45,0,163
ASV73,141,0,0,0,0,0,33,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,68,0,0,0,0,0,187,0,111,50,0,0,0,0,0,38,3509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,649,0,0,184,0,0,0,0,12765,0,0,0,175,65,0,35,0,0,0,0,0,0,0,0,0,0,0,127,30,0,0,0,0,87,2594,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,153,67,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0
ASV74,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,19861,0,0,0,0,0,0,0,0,0
