row.ID,annotation.network.number
3232,NA
3229,NA
3215,NA
3216,NA
3213,NA
3442,NA
3291,NA
3200,NA
3203,NA
3223,NA
3236,NA
3010,NA
3171,NA
3226,NA
3259,NA
3256,NA
3217,NA
3276,NA
3231,NA
3244,NA
3307,NA
3109,NA
3287,NA
3292,NA
3196,NA
3230,NA
3289,NA
3272,NA
3286,NA
3258,NA
3290,NA
3237,NA
3257,NA
3311,NA
3240,NA
3343,NA
3262,NA
3313,NA
3309,NA
3337,NA
3300,NA
3354,NA
3312,NA
3323,NA
3184,NA
3387,NA
3225,NA
3314,NA
3319,NA
3301,NA
3329,NA
3134,NA
3355,NA
3338,NA
3326,NA
3328,NA
3491,NA
3294,NA
3395,NA
3166,NA
3246,NA
3190,NA
3384,NA
3385,NA
3359,NA
3345,NA
3356,NA
3297,NA
3377,NA
3393,NA
3504,NA
3441,NA
3386,NA
3365,NA
3245,NA
3402,NA
3541,NA
3346,NA
3378,NA
3397,NA
3302,NA
3418,NA
3360,NA
3391,NA
3364,NA
3431,NA
3403,NA
3298,NA
3389,NA
3398,NA
3538,NA
3351,NA
3253,NA
3439,NA
3408,NA
3428,NA
3419,NA
3429,NA
3432,NA
3434,NA
3451,NA
3453,NA
3435,NA
3454,NA
3396,NA
3412,NA
3493,NA
3447,NA
3325,NA
3433,NA
3445,NA
3484,NA
3472,NA
3465,NA
3460,NA
3455,NA
3478,NA
3464,NA
3471,NA
3505,NA
3494,NA
3299,NA
3488,NA
3544,NA
3469,NA
3486,NA
3532,NA
3448,NA
3483,NA
3470,NA
3423,NA
3511,NA
3517,NA
3525,NA
3603,NA
3468,NA
3519,NA
3512,NA
3489,NA
3509,NA
3518,NA
3516,NA
3510,NA
3514,NA
3500,NA
3496,NA
3530,NA
3534,NA
3466,NA
3550,NA
3545,NA
3561,NA
3528,NA
3533,NA
3498,NA
3495,NA
3522,NA
3537,NA
3552,NA
3548,NA
3553,NA
3546,NA
3520,NA
4600,NA
3586,NA
3559,NA
3569,NA
3576,NA
3608,NA
3342,NA
3372,81
3609,NA
3918,81
3591,NA
3593,NA
3536,NA
3592,NA
3584,NA
3607,NA
3601,NA
3611,NA
3706,NA
3594,NA
3677,NA
3605,NA
3636,NA
3639,NA
3653,NA
3543,NA
3668,NA
3598,NA
3602,NA
3632,NA
3661,NA
3551,NA
3616,NA
3604,NA
3635,NA
3596,NA
3663,NA
3630,NA
3674,NA
3860,NA
3715,NA
3401,NA
3700,NA
3694,NA
3684,NA
3697,NA
3920,NA
3696,NA
3701,NA
3704,NA
3779,NA
3656,NA
3702,NA
3708,NA
3719,80
3745,NA
3368,80
3716,NA
3730,NA
3724,NA
3678,NA
3675,NA
3770,NA
3690,NA
3738,NA
3681,NA
3655,NA
3749,NA
3744,80
4455,NA
3728,80
3695,NA
3735,NA
3654,NA
3742,NA
3727,NA
3765,80
3671,NA
4111,NA
3800,NA
3667,NA
3672,NA
3723,NA
3725,NA
3618,NA
3692,NA
3778,NA
3652,NA
3777,NA
3764,NA
3798,NA
3766,NA
3784,NA
